test_title,Predicted,Answer
대기순번제의 불편함에 대해 건의합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
학생문화관 샤워실 제한적 개방 요청,기타,생활지원 - 편의시설
등록금 전액 반환 기준일 변경을 건의합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
컴퓨터공학 전공 과목 증원과 분반 개설 요청합니다,대학,대학
올해 정시전형 입결을 많은 이들이 볼 수있게끔 공개해주시면 좋겠습니다.,기타,행정지원 - 입학 및 학사운영
융합보건학과 기말고사 전면 비대면을 원합니다,대학,대학
  학기  학점 추가를 부탁드립니다.,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
후문 관광버스 통제,기타,기타
등록금 감면,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
사이버강의 연장 부탁드립니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
등록금환불을 요구합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
중앙도서관 먼지 청소 관련,생활지원 - 공간사용,생활지원 - 공간사용
실습도 비대면 선택권 주세요,행정지원 - 학사운영 전반에 관한 업무,기타
선택적 패논패 제안합니다.,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
성균관대처럼 한학기 싸강연장과 추가 학점 인정 요구드립니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
등록금 환불을 요구합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
한학기 온라인 강의 요구합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
싸이버강의 연장 또는 한학기 대체를 제안합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
코로나 로 인한 사이버 강의 대체를 건의합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
필수교양 및 융합기초 증원 허용,대학,기타
절대평가 적용 및 성적기준 완화,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
음악대학 오프라인 실기시험을 반대합니다.,대학,대학
"한시적으로 올해에 한해 신입학생,재입학생, 편입생 학생들의 첫학기 휴학을 허가해주세요.",행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
논문 제출 자격 재부여,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학교관련 제도
사이버 강의 연장 부탁드립니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
코로나  사태로 인한 금전적 피해를 왜 학생이 감당해야 합니까,기타,대학
졸업식 연기해주시기 바랍니다.,학생지원 - 행사지원,학생지원 - 학사운영 전반에 관한 업무
대형 입시 학원에서의 허위 입시 정보 유포에 대응해주십시오.,기타,기타
기말고사 전면 비대면으로 전환해주십시오.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
설강화 드라마 (이수여대 > 이대) 호칭 관련 문의.,기타,기타
  학기 수강신청 추가정정기간을 요청합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
여름방학 음악대학 연습실을 개방해주세요,대학,대학
이번학기 싸강 연장해주십시오,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
디자인학부 우선수강신청 제안합니다.,대학,대학
증원 및 추가 정정 기간 요구합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
음악관 연습실을 개방해주세요,대학,대학
계절학기 오프라인 전환,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
선택적 패논패 및 학생 의견에 귀기울여주시길 바랍니다,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
추가학기생 수업권(추가  학점) 보장해주시길 강력하게 건의합니다.,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
실험 실습 수업 온라인 수업을 원합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
"학점 추가,  차 수강정정기간, 성적평가방식 변경을 요구합니다.",행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
등록금 일부 반환 또는 추가학점 신청을 요청합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
등록금 감면 및 환불 건의합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
 학기 전체 싸강 제안합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
천원의 아침밥' 사업,기타,생활지원 - 식당
계절학기 온라인 강의로 전환해주세요.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
교수의 갑질을 폭로하는 창을 만들어주십시오,기타,행정지원 - 학교관련 제도
한우리집  동의 에어컨을 조속히 청소해주십시오.,기타,생활지원 - 기숙사
의과대학 비대면 시험을 취소해주십시오,대학,대학
조예대 등록금 감면부탁드립니다,대학,대학
입시 커뮤니티의 대학 카테고리를 정정해주십시오.,기타,기타
이화에 바란다 : 이번 수강신청은 추가학기생에 대한 차별입니다. 추가학점 요구합니다,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
값 변경 요구합니다.,행정지원 - 학사운영 전반에 관한 업무,기타
경영학과 전공 분반 증원,대학,대학
 년도  학기 추가  학점 건의합니다.,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
일부 등록금 반환을 요구합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
관광객 신고 규제,기타,기타
도서관에서 떠드는 사람에 대한 경고문구,기타,기타
졸업식 연기 방안 마련해주십시오.,기타,학생지원 - 행사지원
도서관 동영상 강의 서비스에 인프런 강의가 추가 제안합니다.,행정지원 - 학사운영 전반에 관한 업무,학생지원 - 학술
경영대 주전공생의 수업권을 보장해주세요.,대학,대학
실험실습 과목 오프라인 개강 취소 부탁드립니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
제안합니다.,행정지원 - 학사운영 전반에 관한 업무,기타
교육대학원생  코로나로 인한 '교육봉사 어려움'에 관한 정책을 마련해 주세요.,기타,학생활동 - 사회봉사
설강화 라는 영화 제작에 대한 학교측 제재 혹은 입장을 내지 않습니까,기타,기타
웹사이트 편의성,기타,기타
평촌 종로학원의 입결 후려치기 대응 및 입결정상화 부탁드립니다,기타,기타
등록금 일부 환불 및 수강정정,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
추가학기생에게도 동등하게  학점 신청을 하게 해주십시오.,행정지원 - 학교관련 제도,행정지원 - 학교관련 제도
 학기 전면 사이버강의를 요구합니다.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
이번 게시된 이화 홍보 영상 담당자에게 인센티브 지급 바랍니다.,기타,기타
 헬스장에 파워렉 설치를 건의합니다.,행정지원 - 학사운영 전반에 관한 업무,생활지원 - 공간사용
 학기 전면 사이버강의 대체 요구합니다,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
국가근로 시간 연장요구,기타,행정지원 - 학사운영 전반에 관한 업무
국내대학 학점교류 신청 가능 학기제한을 늘려주세요,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
[복수전공생 수업권침해 대응 ] 학교는 경영대학 복수전공생들의 수업권을 보장하십시오.,대학,대학
의과대학  월  일 오프라인 개강을 반대합니다.,대학,대학
단과대학 공지사항 게시에 대한 제언 드립니다,기타,행정지원 - 학사운영 전반에 관한 업무
이화그린 원상복귀 요구,기타,기타
 학기 혼합수업 인원을 산정하는 기준을 '수강정원'에서 '실수강신청 인원'으로 변경하여 주십시오.,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
이화여대 입결에 대한 루머를 작성한 기사에 대한 강경 대응 부탁드립니다.,기타,기타
 차 수강정정기간 및 추가학점 건의,행정지원 - 학사운영 전반에 관한 업무,행정지원 - 학사운영 전반에 관한 업무
셔틀버스 운행에 관련한 건,기타,기타
의과대학  월   일 오프라인 개강 및 이에 대한 본교의 승인 절차 진행에 반대합니다.,대학,대학
 년  월 졸업식을 취소가 아닌 연기로 진행해주세요.,학생지원 - 행사지원,학생지원 - 행사지원
조형예술대학의 모든 실기수업 온라인강의 변환등록금 인하를 요구합니다,대학,대학
기숙사 세탁보증금 환불이 진행되지 않고 있습니다.,행정지원 - 학사운영 전반에 관한 업무,생활지원 - 기숙사
평촌 종로학원 입결문제 해결해주세요,기타,기타
